"order_id";"customer_id";"product_id";"quantity";"unit_price";"order_date";"delivery_status";"payment_method";"region";"discount_applied";"sale_gross_price";"sale_net_price";"total_discount"
"O316718";"C00335";"P0019";2;22.08;"2025-07-06";"Delayed";"PayPal";"Central";0.15;44.16;37.536;6.624
"O316866";"C00490";"P0008";1;17.68;"2025-07-06";"Cancelled";"PayPal";"South";0.1;17.68;15.912;1.768
"O316900";"C00313";"P0015";2;31.89;"2025-07-06";"Delivered";"PayPal";"Central";0.15;63.78;54.213;9.567
"O317584";"C00188";"P0007";2;38.92;"2025-07-06";"Delayed";"Credit Card";"West";0.1;77.84;70.056;7.784
"O318065";"C00137";"P0011";3;45.52;"2025-07-06";"Cancelled";"PayPal";"West";0.15;136.56;116.076;20.484
"O318141";"C00493";"P0018";4;39.28;"2025-07-06";"Cancelled";"Credit Card";"North";0.0;157.12;157.12;0.0
"O318597";"C00165";"P0018";3;15.73;"2025-07-06";"Delayed";"Credit Card";"North";0.0;47.19;47.19;0.0
"O319257";"C00019";"P0006";2;14.72;"2025-07-06";"Delayed";"PayPal";"South";0.05;29.44;27.968;1.472
"O320877";"C00029";"P0001";3;48.72;"2025-07-06";"Delayed";"PayPal";"North";0.05;146.16;138.852;7.308
"O321123";"C00264";"P0003";1;30.03;"2025-07-06";"Delivered";"Credit Card";"West";0.2;30.03;24.024;6.006
"O322242";"C00495";"P0016";1;47.62;"2025-07-06";"Delayed";"Credit Card";"West";0.2;47.62;38.096;9.524
"O322414";"C00408";"P0023";5;19.57;"2025-07-06";"Delivered";"PayPal";"North";0.2;97.85;78.28;19.57
"O322634";"C00485";"P0006";1;32.92;"2025-07-06";"Cancelled";"Bank Transfer";"North";0.15;32.92;27.982;4.938
"O322800";"C00389";"P0010";4;28.29;"2025-07-06";"Delivered";"PayPal";"Central";0.2;113.16;90.528;22.632
"O323397";"C00062";"P0017";5;13.81;"2025-07-06";"Delayed";"Credit Card";"Central";0.1;69.05;62.145;6.905
"O323543";"C00085";"P0010";5;42.54;"2025-07-06";"Delivered";"Bank Transfer";"East";0.15;212.7;180.795;31.905
"O323662";"C00172";"P0014";4;33.65;"2025-07-06";"Delayed";"Credit Card";"East";0.0;134.6;134.6;0.0
"O323924";"C00457";"P0030";5;15.8;"2025-07-06";"Delivered";"Credit Card";"East";0.15;79.0;67.15;11.85
"O324940";"C00262";"P0002";1;20.42;"2025-07-06";"Delayed";"Credit Card";"North";0.05;20.42;19.399;1.021
"O325433";"C00265";"P0005";2;19.05;"2025-07-06";"Delayed";"Bank Transfer";"West";0.1;38.1;34.29;3.81
"O326132";"C00032";"P0022";2;14.4;"2025-07-06";"Cancelled";"Bank Transfer";"West";0.0;28.8;28.8;0.0
"O327026";"C00045";"P0026";5;24.79;"2025-07-06";"Delayed";"Credit Card";"South";0.1;123.95;111.555;12.395
"O327065";"C00277";"P0030";4;11.88;"2025-07-06";"Delayed";"Credit Card";"North";0.2;47.52;38.016;9.504
"O327120";"C00229";"P0022";1;11.19;"2025-07-06";"Cancelled";"Bank Transfer";"South";0.2;11.19;8.952;2.238
"O327567";"C00098";"P0019";3;46.37;"2025-07-06";"Delivered";"Bank Transfer";"South";0.15;139.11;118.2435;20.8665
"O327602";"C00377";"P0007";1;31.41;"2025-07-06";"Cancelled";"Credit Card";"East";0.05;31.41;29.8395;1.5705
"O327646";"C00451";"";4;29.16;"2025-07-06";"Delayed";"Credit Card";"West";0.15;116.64;99.144;17.496
"O327842";"C00345";"P0025";2;12.32;"2025-07-06";"Delayed";"Credit Card";"Central";0.1;24.64;22.176;2.464
"O328223";"C00484";"P0012";1;31.87;"2025-07-06";"Cancelled";"PayPal";"North";0.2;31.87;25.496;6.374
"O328584";"C00251";"P0020";4;42.7;"2025-07-06";"Delivered";"PayPal";"West";0.0;170.8;170.8;0.0
"O328722";"C00267";"P0014";3;19.26;"2025-07-06";"Delayed";"Credit Card";"North";0.0;57.78;57.78;0.0
"O329384";"C00177";"P0012";3;46.32;"2025-07-06";"Delayed";"PayPal";"Central";0.2;138.96;111.168;27.792
"O329607";"C00193";"P0027";2;26.84;"2025-07-06";"Delayed";"PayPal";"West";0.15;53.68;45.628;8.052
"O329855";"C00067";"P0027";3;31.17;"2025-07-06";"Delivered";"PayPal";"Central";0.1;93.51;84.159;9.351
"O329988";"C00074";"P0013";1;11.49;"2025-07-06";"Delayed";"Credit Card";"West";0.0;11.49;11.49;0.0
"O330919";"C00008";"P0015";5;29.47;"2025-07-06";"Delayed";"Credit Card";"East";0.2;147.35;117.88;29.47
"O331217";"C00450";"P0008";5;25.18;"2025-07-06";"Cancelled";"Credit Card";"Central";0.2;125.9;100.72;25.18
"O331280";"C00221";"P0020";5;42.27;"2025-07-06";"Delayed";"Unknown";"West";0.15;211.35;179.6475;31.7025
"O331707";"C00276";"P0025";4;18.47;"2025-07-06";"Delayed";"Bank Transfer";"Central";0.1;73.88;66.492;7.388
"O332717";"C00454";"P0003";4;24.77;"2025-07-06";"Delivered";"Bank Transfer";"North";0.0;99.08;99.08;0.0
"O332860";"C00166";"P0013";1;8.19;"2025-07-06";"Delivered";"Credit Card";"Central";0.15;8.19;6.9615;1.2285
"O333120";"C00006";"P0027";1;45.44;"2025-07-06";"Delayed";"Credit Card";"Central";0.1;45.44;40.896;4.544
"O333267";"C00304";"P0017";2;33.89;"2025-07-06";"Delayed";"Bank Transfer";"Central";0.1;67.78;61.002;6.778
"O333425";"C00421";"P0015";2;25.84;"2025-07-06";"Delayed";"PayPal";"North";0.05;51.68;49.096;2.584
"O334065";"C00447";"P0014";5;19.67;"2025-07-06";"Delivered";"Bank Transfer";"South";0.15;98.35;83.5975;14.7525
"O334802";"C00369";"P0010";2;20.32;"2025-07-06";"Delayed";"Bank Transfer";"East";0.05;40.64;38.608;2.032
"O335686";"C00082";"P0004";2;35.43;"2025-07-06";"Cancelled";"Credit Card";"West";0.15;70.86;60.231;10.629
"O336003";"C00239";"P0027";4;49.95;"2025-07-06";"Delayed";"PayPal";"North";0.0;199.8;199.8;0.0
"O336056";"C00497";"P0007";2;46.96;"2025-07-06";"Delivered";"PayPal";"East";0.1;93.92;84.528;9.392
"O337239";"C00093";"P0012";2;37.39;"2025-07-06";"Delivered";"Bank Transfer";"South";0.0;74.78;74.78;0.0
"O337356";"C00455";"P0015";4;31.86;"2025-07-06";"Delayed";"PayPal";"Central";0.05;127.44;121.068;6.372
"O337369";"C00254";"P0017";5;30.19;"2025-07-06";"Delivered";"Credit Card";"Central";0.0;150.95;150.95;0.0
"O337497";"C00249";"P0005";3;36.13;"2025-07-06";"Delayed";"PayPal";"West";0.2;108.39;86.712;21.678
"O338030";"C00158";"P0026";1;30.66;"2025-07-06";"Delivered";"Credit Card";"Central";0.05;30.66;29.127;1.533
"O338257";"C00344";"P0023";3;17.01;"2025-07-06";"Cancelled";"Credit Card";"South";0.15;51.03;43.3755;7.6545
"O338738";"C00151";"P0012";4;15.84;"2025-07-06";"Delivered";"Credit Card";"North";0.15;63.36;53.856;9.504
"O338933";"C00447";"P0024";3;33.01;"2025-07-06";"Delayed";"PayPal";"West";0.2;99.03;79.224;19.806
"O339326";"C00262";"P0019";4;46.86;"2025-07-06";"Cancelled";"Credit Card";"East";0.1;187.44;168.696;18.744
"O339773";"C00396";"P0021";4;15.41;"2025-07-06";"Delivered";"Credit Card";"West";0.0;61.64;61.64;0.0
"O340198";"C00257";"P0018";1;18.44;"2025-07-06";"Delayed";"Bank Transfer";"North";0.15;18.44;15.674;2.766
"O340256";"C00127";"P0003";3;30.92;"2025-07-06";"Cancelled";"Credit Card";"South";0.2;92.76;74.208;18.552
"O341129";"C00154";"P0006";2;21.98;"2025-07-06";"Cancelled";"Credit Card";"East";0.05;43.96;41.762;2.198
"O342273";"C00411";"P0030";4;27.27;"2025-07-06";"Delivered";"PayPal";"Central";0.1;109.08;98.172;10.908
"O342614";"C00300";"P0007";1;25.2;"2025-07-06";"Delivered";"PayPal";"Central";0.2;25.2;20.16;5.04
"O342709";"C00492";"P0027";2;14.06;"2025-07-06";"Delayed";"Credit Card";"North";0.2;28.12;22.496;5.624
"O342787";"C00463";"P0001";5;31.83;"2025-07-06";"Cancelled";"Credit Card";"Central";0.05;159.15;151.1925;7.9575
"O342894";"C00171";"P0030";1;31.96;"2025-07-06";"Delivered";"Bank Transfer";"South";0.0;31.96;31.96;0.0
"O343188";"C00090";"P0017";5;26.8;"2025-07-06";"Delayed";"Credit Card";"East";0.15;134.0;113.9;20.1
"O343406";"C00112";"P0001";2;15.37;"2025-07-06";"Delivered";"Credit Card";"Central";0.05;30.74;29.203;1.537
"O343727";"C00462";"P0002";2;13.45;"2025-07-06";"Delivered";"Bank Transfer";"Central";0.2;26.9;21.52;5.38
"O344007";"C00326";"P0017";2;27.01;"2025-07-06";"Delivered";"PayPal";"West";0.15;54.02;45.917;8.103
"O344216";"C00418";"P0009";1;38.52;"2025-07-06";"Delivered";"Credit Card";"North";0.1;38.52;34.668;3.852
"O344254";"C00040";"P0012";5;33.03;"2025-07-06";"Delayed";"Bank Transfer";"North";0.1;165.15;148.635;16.515
"O344632";"C00125";"P0030";3;43.13;"2025-07-06";"Delivered";"Bank Transfer";"Central";0.05;129.39;122.9205;6.4695
"O345298";"C00365";"P0024";2;23.12;"2025-07-06";"Delivered";"PayPal";"South";0.05;46.24;43.928;2.312
"O345711";"C00351";"P0017";3;12.9;"2025-07-06";"Cancelled";"Credit Card";"East";0.15;38.7;32.895;5.805
"O345854";"C00373";"P0023";1;25.54;"2025-07-06";"Delivered";"PayPal";"Central";0.05;25.54;24.263;1.277
"O345863";"C00136";"P0011";5;27.87;"2025-07-06";"Delayed";"Bank Transfer";"East";0.2;139.35;111.48;27.87
"O345973";"C00439";"P0007";2;14.74;"2025-07-06";"Delivered";"PayPal";"Central";0.05;29.48;28.006;1.474
"O346038";"C00404";"P0012";1;23.62;"2025-07-06";"Delivered";"Credit Card";"South";0.15;23.62;20.077;3.543
"O347023";"C00310";"P0021";5;42.77;"2025-07-06";"Delayed";"Bank Transfer";"East";0.15;213.85;181.7725;32.0775
"O347411";"C00152";"P0009";3;44.31;"2025-07-06";"Delivered";"Credit Card";"West";0.2;132.93;106.344;26.586
"O347460";"C00378";"P0001";3;15.2;"2025-07-06";"Delayed";"Credit Card";"West";0.15;45.6;38.76;6.84
"O347734";"C00482";"P0012";2;38.01;"2025-07-06";"Delivered";"Bank Transfer";"East";0.05;76.02;72.219;3.801
"O348086";"C00239";"P0026";2;24.86;"2025-07-06";"Delivered";"PayPal";"East";0.0;49.72;49.72;0.0
"O348379";"C00402";"P0010";3;21.95;"2025-07-06";"Delayed";"Credit Card";"North";0.0;65.85;65.85;0.0
"O348737";"C00479";"P0014";5;27.9;"2025-07-06";"Cancelled";"Credit Card";"North";0.15;139.5;118.575;20.925
"O349578";"C00346";"P0028";5;33.77;"2025-07-06";"Cancelled";"PayPal";"South";0.1;168.85;151.965;16.885
"O349828";"C00249";"P0005";3;22.19;"2025-07-06";"Delayed";"Credit Card";"Central";0.15;66.57;56.5845;9.9855
"O350417";"C00448";"P0021";5;31.21;"2025-07-06";"Delivered";"Bank Transfer";"West";0.15;156.05;132.6425;23.4075
"O351752";"C00138";"P0016";4;32.84;"2025-07-06";"Delivered";"Credit Card";"East";0.1;131.36;118.224;13.136
"O351931";"C00186";"P0026";4;10.3;"2025-07-06";"Delayed";"Bank Transfer";"Central";0.05;41.2;39.14;2.06
"O353141";"C00252";"P0011";4;8.76;"2025-07-06";"Cancelled";"Credit Card";"North";0.2;35.04;28.032;7.008
"O353264";"C00232";"P0027";2;41.4;"2025-07-06";"Delivered";"Credit Card";"South";0.15;82.8;70.38;12.42
"O353488";"C00088";"P0018";2;10.74;"2025-07-06";"Delivered";"Credit Card";"East";0.1;21.48;19.332;2.148
"O353828";"C00491";"P0012";3;31.91;"2025-07-06";"Cancelled";"Bank Transfer";"Central";0.2;95.73;76.584;19.146
"O354104";"C00056";"P0011";4;38.15;"2025-07-06";"Delivered";"Credit Card";"North";0.15;152.6;129.71;22.89
"O354389";"C00018";"P0004";2;37.56;"2025-07-06";"Cancelled";"Credit Card";"West";0.1;75.12;67.608;7.512
"O355741";"C00031";"P0027";1;30.56;"2025-07-06";"Delivered";"Credit Card";"North";0.2;30.56;24.448;6.112
"O356090";"C00342";"P0005";4;37.84;"2025-07-06";"Delayed";"Credit Card";"Central";0.15;151.36;128.656;22.704
"O356204";"C00278";"P0014";4;19.07;"2025-07-06";"Delayed";"Credit Card";"Central";0.15;76.28;64.838;11.442
"O356539";"C00179";"P0022";5;45.27;"2025-07-06";"Delayed";"Credit Card";"West";0.1;226.35;203.715;22.635
"O356797";"C00113";"P0021";3;20.46;"2025-07-06";"Delivered";"Bank Transfer";"Central";0.0;61.38;61.38;0.0
"O357272";"C00056";"P0008";2;31.77;"2025-07-06";"Delivered";"Bank Transfer";"East";0.0;63.54;63.54;0.0
"O357468";"C00070";"P0025";2;12.47;"2025-07-06";"Delivered";"Credit Card";"East";0.15;24.94;21.199;3.741
"O357900";"C00483";"P0010";3;11.35;"2025-07-06";"Delivered";"PayPal";"North";0.1;34.05;30.645;3.405
"O358157";"C00492";"P0015";5;21.77;"2025-07-06";"Delivered";"Credit Card";"North";0.0;108.85;108.85;0.0
"O358431";"C00105";"P0021";4;10.31;"2025-07-06";"Cancelled";"Bank Transfer";"North";0.2;41.24;32.992;8.248
"O358436";"C00465";"P0001";2;30.01;"2025-07-06";"Cancelled";"Bank Transfer";"West";0.0;60.02;60.02;0.0
"O358447";"C00059";"P0004";3;39.89;"2025-07-06";"Delayed";"Bank Transfer";"West";0.0;119.67;119.67;0.0
"O358648";"C00317";"P0004";5;30.47;"2025-07-06";"Cancelled";"PayPal";"West";0.1;152.35;137.115;15.235
"O359098";"C00352";"P0014";4;11.54;"2025-07-06";"Delivered";"Credit Card";"South";0.05;46.16;43.852;2.308
"O359280";"C00369";"P0029";5;22.28;"2025-07-06";"Delivered";"Credit Card";"East";0.2;111.4;89.12;22.28
"O359398";"C00312";"P0026";3;27.2;"2025-07-06";"Cancelled";"PayPal";"North";0.1;81.6;73.44;8.16
"O359655";"C00201";"P0020";5;19.41;"2025-07-06";"Delivered";"PayPal";"West";0.15;97.05;82.4925;14.5575
"O359666";"C00397";"P0007";4;12.07;"2025-07-06";"Delayed";"Bank Transfer";"West";0.0;48.28;48.28;0.0
"O359940";"C00474";"P0023";4;35.23;"2025-07-06";"Delivered";"Credit Card";"South";0.0;140.92;140.92;0.0
"O360604";"C00479";"P0003";3;45.78;"2025-07-06";"Cancelled";"Credit Card";"West";0.2;137.34;109.872;27.468
"O361052";"C00471";"P0020";4;20.8;"2025-07-06";"Delivered";"Credit Card";"West";0.2;83.2;66.56;16.64
"O361135";"C00463";"P0021";3;22.08;"2025-07-06";"Delivered";"Bank Transfer";"Central";0.1;66.24;59.616;6.624
"O361138";"C00471";"P0021";3;13.47;"2025-07-06";"Delivered";"Credit Card";"East";0.0;40.41;40.41;0.0
"O361209";"C00422";"P0022";5;47.66;"2025-07-06";"Delayed";"Credit Card";"North";0.05;238.3;226.385;11.915
"O361211";"C00363";"P0017";2;27.98;"2025-07-06";"Cancelled";"Bank Transfer";"South";0.2;55.96;44.768;11.192
"O361589";"C00230";"P0020";5;40.12;"2025-07-06";"Delayed";"Bank Transfer";"East";0.05;200.6;190.57;10.03
"O361606";"C00116";"P0005";5;25.68;"2025-07-06";"Delayed";"PayPal";"South";0.15;128.4;109.14;19.26
"O361712";"C00331";"P0006";3;19.94;"2025-07-06";"Delayed";"PayPal";"North";0.1;59.82;53.838;5.982
"O361907";"C00113";"P0007";5;29.53;"2025-07-06";"Delayed";"Credit Card";"North";0.1;147.65;132.885;14.765
"O362198";"C00069";"P0012";4;29.58;"2025-07-06";"Delivered";"Credit Card";"South";0.05;118.32;112.404;5.916
"O362426";"C00371";"P0004";5;38.06;"2025-07-06";"Delayed";"Credit Card";"North";0.15;190.3;161.755;28.545
"O362445";"C00178";"P0018";4;20.45;"2025-07-06";"Delivered";"Bank Transfer";"Central";0.15;81.8;69.53;12.27
"O362527";"C00377";"P0023";2;22.8;"2025-07-06";"Cancelled";"Bank Transfer";"West";0.2;45.6;36.48;9.12
"O362682";"C00385";"P0025";3;46.74;"2025-07-06";"Delivered";"Credit Card";"North";0.0;140.22;140.22;0.0
"O362752";"C00494";"P0009";1;47.22;"2025-07-06";"Cancelled";"Credit Card";"East";0.15;47.22;40.137;7.083
"O362898";"C00452";"P0025";1;37.16;"2025-07-06";"Delivered";"Credit Card";"East";0.0;37.16;37.16;0.0
"O363324";"C00016";"P0009";5;27.16;"2025-07-06";"Delayed";"Credit Card";"North";0.05;135.8;129.01;6.79
"O364299";"C00067";"P0020";2;13.06;"2025-07-06";"Cancelled";"Bank Transfer";"North";0.2;26.12;20.896;5.224
"O364358";"C00319";"P0027";4;17.4;"2025-07-06";"Delayed";"PayPal";"East";0.0;69.6;69.6;0.0
"O364385";"C00426";"P0023";1;13.46;"2025-07-06";"Delayed";"PayPal";"East";0.15;13.46;11.441;2.019
"O364475";"C00061";"P0027";4;43.67;"2025-07-06";"Delivered";"Bank Transfer";"North";0.2;174.68;139.744;34.936
"O364835";"C00222";"P0019";5;29.17;"2025-07-06";"Delayed";"PayPal";"Central";0.05;145.85;138.5575;7.2925
"O365227";"C00199";"P0022";5;29.74;"2025-07-06";"Delivered";"PayPal";"West";0.05;148.7;141.265;7.435
"O365484";"C00498";"P0015";5;46.08;"2025-07-06";"Delayed";"Bank Transfer";"West";0.2;230.4;184.32;46.08
"O366447";"C00410";"P0023";4;17.36;"2025-07-06";"Delayed";"Bank Transfer";"North";0.1;69.44;62.496;6.944
"O366613";"C00403";"P0004";5;16.74;"2025-07-06";"Delayed";"Credit Card";"South";0.0;83.7;83.7;0.0
"O367048";"C00491";"P0026";2;24.06;"2025-07-06";"Delivered";"PayPal";"West";0.0;48.12;48.12;0.0
"O367207";"C00336";"P0019";5;13.39;"2025-07-06";"Delivered";"Credit Card";"Central";0.1;66.95;60.255;6.695
"O367539";"C00499";"P0020";3;43.63;"2025-07-06";"Delivered";"PayPal";"South";0.1;130.89;117.801;13.089
"O367974";"C00376";"P0022";2;46.63;"2025-07-06";"Delayed";"PayPal";"East";0.05;93.26;88.597;4.663
"O368037";"C00212";"P0027";1;9.79;"2025-07-06";"Cancelled";"Credit Card";"North";0.15;9.79;8.3215;1.4685
"O368331";"C00268";"P0019";5;28.61;"2025-07-06";"Delayed";"PayPal";"North";0.0;143.05;143.05;0.0
"O368529";"C00093";"P0014";2;36.0;"2025-07-06";"Delivered";"Bank Transfer";"East";0.1;72.0;64.8;7.2
"O368753";"C00167";"P0003";3;10.2;"2025-07-06";"Delivered";"Credit Card";"East";0.05;30.6;29.07;1.53
"O369881";"C00269";"P0029";1;25.98;"2025-07-06";"Delayed";"PayPal";"South";0.0;25.98;25.98;0.0
"O370282";"C00457";"P0007";1;21.11;"2025-07-06";"Cancelled";"Credit Card";"West";0.1;21.11;18.999;2.111
"O370368";"C00401";"P0027";2;16.92;"2025-07-06";"Delivered";"Credit Card";"East";0.2;33.84;27.072;6.768
"O371025";"C00215";"P0025";2;16.43;"2025-07-06";"Delivered";"PayPal";"East";0.0;32.86;32.86;0.0
"O371359";"C00431";"P0013";5;42.38;"2025-07-06";"Cancelled";"PayPal";"North";0.05;211.9;201.305;10.595
"O372036";"C00472";"P0007";5;32.51;"2025-07-06";"Delayed";"Credit Card";"West";0.05;162.55;154.4225;8.1275
"O372066";"C00181";"P0002";4;13.69;"2025-07-06";"Delivered";"Bank Transfer";"East";0.2;54.76;43.808;10.952
"O372617";"C00174";"P0024";4;10.8;"2025-07-06";"Delivered";"Bank Transfer";"Central";0.2;43.2;34.56;8.64
"O373233";"C00385";"P0005";4;28.87;"2025-07-06";"Delayed";"Credit Card";"Central";0.15;115.48;98.158;17.322
"O373866";"C00294";"P0022";5;32.69;"2025-07-06";"Delayed";"Credit Card";"Central";0.1;163.45;147.105;16.345
"O374460";"C00012";"P0015";3;20.78;"2025-07-06";"Cancelled";"PayPal";"South";0.0;62.34;62.34;0.0
"O374860";"C00020";"P0003";4;21.14;"2025-07-06";"Delayed";"Credit Card";"West";0.05;84.56;80.332;4.228
"O374980";"C00068";"P0016";1;21.74;"2025-07-06";"Delivered";"Credit Card";"South";0.1;21.74;19.566;2.174
"O375193";"C00121";"P0015";3;37.01;"2025-07-06";"Delivered";"Credit Card";"East";0.1;111.03;99.927;11.103
"O375252";"C00026";"P0026";4;12.31;"2025-07-06";"Delayed";"Bank Transfer";"South";0.1;49.24;44.316;4.924
"O375403";"C00191";"P0027";1;33.41;"2025-07-06";"Delayed";"Credit Card";"Central";0.1;33.41;30.069;3.341
"O375438";"C00404";"P0026";4;8.69;"2025-07-06";"Delivered";"PayPal";"West";0.05;34.76;33.022;1.738
"O375721";"C00110";"P0002";3;33.16;"2025-07-06";"Delayed";"Bank Transfer";"West";0.15;99.48;84.558;14.922
"O376103";"C00104";"P0013";1;11.59;"2025-07-06";"Delivered";"Credit Card";"North";0.05;11.59;11.0105;0.5795
"O376439";"C00091";"P0009";2;19.78;"2025-07-06";"Cancelled";"Credit Card";"North";0.0;39.56;39.56;0.0
"O377376";"C00022";"P0027";4;36.68;"2025-07-06";"Delivered";"PayPal";"South";0.05;146.72;139.384;7.336
"O377904";"C00500";"P0007";5;23.76;"2025-07-06";"Delayed";"Bank Transfer";"South";0.15;118.8;100.98;17.82
"O378625";"C00195";"P0023";4;35.45;"2025-07-06";"Delivered";"Bank Transfer";"North";0.1;141.8;127.62;14.18
"O379341";"C00489";"P0025";1;47.85;"2025-07-06";"Delayed";"Credit Card";"East";0.1;47.85;43.065;4.785
"O380112";"C00188";"P0002";3;19.03;"2025-07-06";"Delayed";"PayPal";"East";0.0;57.09;57.09;0.0
"O380237";"C00313";"P0016";3;8.58;"2025-07-06";"Cancelled";"PayPal";"South";0.2;25.74;20.592;5.148
"O380272";"C00251";"P0004";3;40.2;"2025-07-06";"Delayed";"Credit Card";"South";0.0;120.6;120.6;0.0
"O381084";"C00326";"P0001";1;20.5;"2025-07-06";"Delivered";"PayPal";"North";0.15;20.5;17.425;3.075
"O382459";"C00002";"P0017";3;32.93;"2025-07-06";"Delivered";"PayPal";"South";0.05;98.79;93.8505;4.9395
"O382835";"C00294";"P0008";2;20.9;"2025-07-06";"Delivered";"Credit Card";"South";0.05;41.8;39.71;2.09
"O382890";"C00073";"P0027";3;33.27;"2025-07-06";"Delayed";"Bank Transfer";"South";0.1;99.81;89.829;9.981
"O383067";"C00074";"P0005";3;46.7;"2025-07-06";"Delayed";"Credit Card";"North";0.0;140.1;140.1;0.0
"O383089";"C00433";"P0005";1;43.61;"2025-07-06";"Delayed";"Bank Transfer";"East";0.05;43.61;41.4295;2.1805
"O383252";"C00496";"P0017";4;27.08;"2025-07-06";"Delayed";"Credit Card";"North";0.0;108.32;108.32;0.0
"O384620";"C00340";"P0014";3;21.13;"2025-07-06";"Delivered";"Credit Card";"East";0.1;63.39;57.051;6.339
"O384699";"C00174";"P0007";5;16.54;"2025-07-06";"Cancelled";"Bank Transfer";"North";0.2;82.7;66.16;16.54
"O384801";"C00401";"P0014";1;24.61;"2025-07-06";"Delivered";"PayPal";"Central";0.2;24.61;19.688;4.922
"O384964";"C00476";"P0017";3;34.16;"2025-07-06";"Delayed";"Credit Card";"Central";0.15;102.48;87.108;15.372
"O385194";"C00469";"P0011";2;28.96;"2025-07-06";"Cancelled";"Bank Transfer";"Central";0.05;57.92;55.024;2.896
"O385999";"C00226";"P0020";2;35.93;"2025-07-06";"Delivered";"Credit Card";"North";0.05;71.86;68.267;3.593
"O386119";"C00256";"P0008";2;9.47;"2025-07-06";"Delivered";"Credit Card";"North";0.15;18.94;16.099;2.841
"O386155";"C00335";"P0009";3;29.82;"2025-07-06";"Cancelled";"Bank Transfer";"West";0.1;89.46;80.514;8.946
"O386214";"C00113";"P0005";1;48.54;"2025-07-06";"Delivered";"Credit Card";"South";0.1;48.54;43.686;4.854
"O386419";"C00390";"P0002";3;47.35;"2025-07-06";"Cancelled";"Credit Card";"South";0.05;142.05;134.9475;7.1025
"O386791";"C00019";"P0030";1;35.96;"2025-07-06";"Delayed";"PayPal";"East";0.05;35.96;34.162;1.798
"O387113";"C00291";"P0005";3;20.25;"2025-07-06";"Delivered";"PayPal";"West";0.2;60.75;48.6;12.15
"O388050";"C00396";"P0014";1;38.88;"2025-07-06";"Delayed";"Credit Card";"Central";0.15;38.88;33.048;5.832
"O388123";"C00453";"P0018";5;49.87;"2025-07-06";"Delayed";"Bank Transfer";"Central";0.0;249.35;249.35;0.0
"O388836";"C00097";"P0001";5;8.87;"2025-07-06";"Cancelled";"Bank Transfer";"South";0.1;44.35;39.915;4.435
"O388949";"C00202";"P0005";2;45.61;"2025-07-06";"Delayed";"Credit Card";"North";0.15;91.22;77.537;13.683
"O389815";"C00062";"P0002";1;43.69;"2025-07-06";"Cancelled";"Credit Card";"East";0.0;43.69;43.69;0.0
"O390931";"C00390";"P0017";5;32.92;"2025-07-06";"Cancelled";"Credit Card";"North";0.1;164.6;148.14;16.46
"O391036";"C00306";"P0021";2;11.0;"2025-07-06";"Delivered";"Bank Transfer";"East";0.15;22.0;18.7;3.3
"O391077";"C00168";"P0018";5;42.86;"2025-07-06";"Cancelled";"Bank Transfer";"West";0.05;214.3;203.585;10.715
"O393004";"C00284";"P0011";4;49.08;"2025-07-06";"Delivered";"PayPal";"East";0.15;196.32;166.872;29.448
"O393671";"C00497";"P0022";5;44.27;"2025-07-06";"Delivered";"Credit Card";"East";0.0;221.35;221.35;0.0
"O394184";"C00296";"P0006";3;27.33;"2025-07-06";"Cancelled";"PayPal";"North";0.15;81.99;69.6915;12.2985
"O394466";"C00403";"P0006";2;11.81;"2025-07-06";"Delayed";"PayPal";"North";0.2;23.62;18.896;4.724
"O394953";"C00244";"P0008";2;32.83;"2025-07-06";"Cancelled";"Bank Transfer";"East";0.15;65.66;55.811;9.849
"O396282";"C00372";"P0003";2;33.08;"2025-07-06";"Delayed";"Credit Card";"South";0.2;66.16;52.928;13.232
"O397067";"C00129";"P0005";1;43.68;"2025-07-06";"Delayed";"PayPal";"South";0.05;43.68;41.496;2.184
"O397641";"C00091";"P0024";4;37.02;"2025-07-06";"Delivered";"PayPal";"East";0.15;148.08;125.868;22.212
"O397944";"C00328";"P0004";1;49.41;"2025-07-06";"Delivered";"Credit Card";"East";0.05;49.41;46.9395;2.4705
"O398194";"C00017";"P0020";2;42.91;"2025-07-06";"Delayed";"PayPal";"North";0.2;85.82;68.656;17.164
"O398846";"C00480";"P0020";1;43.29;"2025-07-06";"Delivered";"PayPal";"South";0.15;43.29;36.7965;6.4935
"O399345";"C00027";"P0002";1;13.87;"2025-07-06";"Delayed";"Credit Card";"North";0.2;13.87;11.096;2.774
"O399565";"C00164";"P0027";3;9.72;"2025-07-06";"Delayed";"Bank Transfer";"Central";0.05;29.16;27.702;1.458
"O399621";"C00147";"P0016";3;31.26;"2025-07-06";"Cancelled";"Bank Transfer";"Central";0.1;93.78;84.402;9.378
"O399752";"C00380";"P0017";5;49.38;"2025-07-06";"Delayed";"Credit Card";"East";0.0;246.9;246.9;0.0
"O399990";"C00237";"P0016";4;24.9;"2025-07-06";"Delayed";"Credit Card";"South";0.2;99.6;79.68;19.92
"O400533";"C00298";"P0007";3;44.68;"2025-07-06";"Delayed";"Bank Transfer";"East";0.05;134.04;127.338;6.702
"O400679";"C00322";"P0001";3;48.45;"2025-07-06";"Cancelled";"Bank Transfer";"Central";0.15;145.35;123.5475;21.8025
"O401145";"C00023";"P0016";4;36.56;"2025-07-06";"Delivered";"Bank Transfer";"Central";0.05;146.24;138.928;7.312
