Order Number,Line Item,Order Date,Delivery Date,CustomerKey,StoreKey,ProductKey,Quantity,Currency Code,Delivery Date Missing
1046000,2,2017-11-11,2017-11-18,221602,9,352,3,Cad,True
1046001,1,2017-11-11,2017-11-18,1265271,66,1598,2,Usd,True
1046001,2,2017-11-11,2017-11-18,1265271,66,91,2,Usd,True
1046001,3,2017-11-11,2017-11-18,1265271,66,1654,3,Usd,True
1046002,1,2017-11-11,2017-11-18,1230567,43,165,2,Usd,True
1046002,2,2017-11-11,2017-11-18,1230567,43,1621,7,Usd,True
1046003,1,2017-11-11,2017-11-18,912208,38,49,2,Gbp,True
1046004,1,2017-11-11,2017-11-17,2087433,0,974,6,Usd,False
1046005,1,2017-11-11,2017-11-18,542913,22,53,2,Eur,True
1046005,2,2017-11-11,2017-11-18,542913,22,1509,1,Eur,True
1046006,1,2017-11-11,2017-11-18,396944,9,2161,4,Cad,True
1046006,2,2017-11-11,2017-11-18,396944,9,27,2,Cad,True
1046008,1,2017-11-11,2017-11-18,337764,9,1910,5,Cad,True
1046009,1,2017-11-11,2017-11-13,1103886,0,1642,2,Gbp,False
1046009,2,2017-11-11,2017-11-13,1103886,0,165,2,Gbp,False
1046010,1,2017-11-11,2017-11-18,971716,39,1658,1,Gbp,True
1046011,1,2017-11-11,2017-11-18,1226164,59,429,2,Usd,True
1046013,1,2017-11-11,2017-11-18,1418131,47,453,5,Usd,True
1046014,1,2017-11-11,2017-11-13,528022,0,1266,7,Eur,False
1046014,2,2017-11-11,2017-11-13,528022,0,1576,3,Eur,False
1046014,3,2017-11-11,2017-11-13,528022,0,2056,1,Eur,False
1046015,1,2017-11-11,2017-11-18,1520875,63,455,1,Usd,True
1046015,2,2017-11-11,2017-11-18,1520875,63,81,1,Usd,True
1046016,1,2017-11-11,2017-11-18,493378,23,1983,1,Eur,True
1046017,1,2017-11-11,2017-11-18,1670409,53,53,3,Usd,True
1046017,2,2017-11-11,2017-11-18,1670409,53,1622,4,Usd,True
1046017,3,2017-11-11,2017-11-18,1670409,53,1581,3,Usd,True
1046018,1,2017-11-11,2017-11-18,748876,30,1467,2,Eur,True
1046019,1,2017-11-11,2017-11-18,182208,1,442,4,Aud,True
1046019,2,2017-11-11,2017-11-18,182208,1,1516,1,Aud,True
1046019,3,2017-11-11,2017-11-18,182208,1,2110,3,Aud,True
1046019,4,2017-11-11,2017-11-18,182208,1,1139,5,Aud,True
1047000,1,2017-11-12,2017-11-19,1026021,38,1752,1,Gbp,True
1048000,1,2017-11-13,2017-11-20,137949,5,797,4,Aud,True
1048000,2,2017-11-13,2017-11-20,137949,5,1584,5,Aud,True
1048000,3,2017-11-13,2017-11-20,137949,5,86,3,Aud,True
1048001,1,2017-11-13,2017-11-20,383528,9,2109,4,Cad,True
1048001,2,2017-11-13,2017-11-20,383528,9,997,1,Cad,True
1048001,3,2017-11-13,2017-11-20,383528,9,2015,2,Cad,True
1048002,1,2017-11-13,2017-11-20,1664972,47,1632,5,Usd,True
1048002,2,2017-11-13,2017-11-20,1664972,47,48,3,Usd,True
1048005,1,2017-11-13,2017-11-20,1318168,50,1882,3,Usd,True
1048005,2,2017-11-13,2017-11-20,1318168,50,2035,4,Usd,True
1048005,3,2017-11-13,2017-11-20,1318168,50,433,3,Usd,True
1048006,1,2017-11-13,2017-11-20,1291868,53,1914,3,Usd,True
1048007,1,2017-11-13,2017-11-20,320314,8,545,3,Cad,True
1048008,1,2017-11-13,2017-11-20,1283754,66,40,4,Usd,True
1049000,1,2017-11-14,2017-11-18,1596264,0,1437,1,Usd,False
1049001,1,2017-11-14,2017-11-21,842317,33,1250,4,Eur,True
1049001,2,2017-11-14,2017-11-21,842317,33,74,1,Eur,True
1049002,1,2017-11-14,2017-11-21,428496,24,1756,1,Eur,True
1049003,1,2017-11-14,2017-11-21,1865718,53,1282,1,Usd,True
1049003,2,2017-11-14,2017-11-21,1865718,53,1700,2,Usd,True
1049003,3,2017-11-14,2017-11-21,1865718,53,1358,5,Usd,True
1049004,1,2017-11-14,2017-11-21,1819071,63,113,1,Usd,True
1049004,2,2017-11-14,2017-11-21,1819071,63,1673,7,Usd,True
1049004,3,2017-11-14,2017-11-21,1819071,63,1599,1,Usd,True
1049004,4,2017-11-14,2017-11-21,1819071,63,58,6,Usd,True
1049005,1,2017-11-14,2017-11-21,1592930,65,189,1,Usd,True
1049006,1,2017-11-14,2017-11-21,328988,9,2066,3,Cad,True
1049006,2,2017-11-14,2017-11-21,328988,9,1666,7,Cad,True
1049007,1,2017-11-14,2017-11-20,1886388,0,489,3,Usd,False
1049007,2,2017-11-14,2017-11-20,1886388,0,1603,7,Usd,False
1049007,3,2017-11-14,2017-11-20,1886388,0,52,1,Usd,False
1049008,1,2017-11-14,2017-11-21,18470,6,41,3,Aud,True
1049008,2,2017-11-14,2017-11-21,18470,6,1446,1,Aud,True
1049009,1,2017-11-14,2017-11-21,1906549,53,661,4,Usd,True
1049009,2,2017-11-14,2017-11-21,1906549,53,1602,4,Usd,True
1049009,3,2017-11-14,2017-11-21,1906549,53,1196,9,Usd,True
1049009,4,2017-11-14,2017-11-21,1906549,53,1602,3,Usd,True
1049009,5,2017-11-14,2017-11-21,1906549,53,39,1,Usd,True
1049010,1,2017-11-14,2017-11-21,687250,12,1542,1,Eur,True
1049010,2,2017-11-14,2017-11-21,687250,12,2013,1,Eur,True
1049010,3,2017-11-14,2017-11-21,687250,12,968,7,Eur,True
1049010,4,2017-11-14,2017-11-21,687250,12,460,10,Eur,True
1049010,5,2017-11-14,2017-11-21,687250,12,777,3,Eur,True
1049010,6,2017-11-14,2017-11-21,687250,12,80,1,Eur,True
1049010,7,2017-11-14,2017-11-21,687250,12,2115,1,Eur,True
1050000,1,2017-11-15,2017-11-22,312608,9,1421,1,Cad,True
1050000,2,2017-11-15,2017-11-22,312608,9,1640,1,Cad,True
1050000,3,2017-11-15,2017-11-22,312608,9,113,3,Cad,True
1050000,4,2017-11-15,2017-11-22,312608,9,631,1,Cad,True
1050001,1,2017-11-15,2017-11-22,1483593,63,1462,4,Usd,True
1050001,2,2017-11-15,2017-11-22,1483593,63,969,1,Usd,True
1050002,1,2017-11-15,2017-11-21,478298,0,900,3,Eur,False
1050002,2,2017-11-15,2017-11-21,478298,0,1678,6,Eur,False
1050003,1,2017-11-15,2017-11-22,833851,33,1635,5,Eur,True
1050004,1,2017-11-15,2017-11-22,1330039,47,1454,1,Usd,True
1050005,1,2017-11-15,2017-11-22,1760076,44,2073,6,Usd,True
1050006,1,2017-11-15,2017-11-22,37991,5,53,5,Aud,True
1050007,1,2017-11-15,2017-11-22,1984464,43,425,1,Usd,True
1050007,2,2017-11-15,2017-11-22,1984464,43,2096,7,Usd,True
1050007,3,2017-11-15,2017-11-22,1984464,43,2110,2,Usd,True
1050008,1,2017-11-15,2017-11-22,785245,30,1724,3,Eur,True
1050008,2,2017-11-15,2017-11-22,785245,30,183,4,Eur,True
1050008,3,2017-11-15,2017-11-22,785245,30,115,2,Eur,True
1050008,4,2017-11-15,2017-11-22,785245,30,1710,10,Eur,True
1050009,1,2017-11-15,2017-11-22,1345382,56,2171,5,Usd,True
1050010,1,2017-11-15,2017-11-22,1012373,37,1674,2,Gbp,True
1050010,2,2017-11-15,2017-11-22,1012373,37,1003,3,Gbp,True
1050010,3,2017-11-15,2017-11-22,1012373,37,1556,2,Gbp,True
1050010,4,2017-11-15,2017-11-22,1012373,37,471,6,Gbp,True
1050010,5,2017-11-15,2017-11-22,1012373,37,1656,4,Gbp,True
1050010,6,2017-11-15,2017-11-22,1012373,37,1641,1,Gbp,True
1050011,1,2017-11-15,2017-11-18,1091801,0,1321,1,Gbp,False
1050011,2,2017-11-15,2017-11-18,1091801,0,743,8,Gbp,False
1050011,3,2017-11-15,2017-11-18,1091801,0,1620,1,Gbp,False
1050011,4,2017-11-15,2017-11-18,1091801,0,1652,2,Gbp,False
1050012,1,2017-11-15,2017-11-22,1530535,51,169,1,Usd,True
1050012,2,2017-11-15,2017-11-22,1530535,51,79,4,Usd,True
1050012,3,2017-11-15,2017-11-22,1530535,51,2109,1,Usd,True
1050012,4,2017-11-15,2017-11-22,1530535,51,1421,1,Usd,True
1050012,5,2017-11-15,2017-11-22,1530535,51,836,2,Usd,True
1050012,6,2017-11-15,2017-11-22,1530535,51,1657,8,Usd,True
1050013,1,2017-11-15,2017-11-22,1450086,63,1806,4,Usd,True
1050013,2,2017-11-15,2017-11-22,1450086,63,65,4,Usd,True
1050013,3,2017-11-15,2017-11-22,1450086,63,2496,1,Usd,True
1050013,4,2017-11-15,2017-11-22,1450086,63,2354,1,Usd,True
1050013,5,2017-11-15,2017-11-22,1450086,63,1796,2,Usd,True
1050013,6,2017-11-15,2017-11-22,1450086,63,717,3,Usd,True
1050014,1,2017-11-15,2017-11-22,793686,29,419,2,Eur,True
1051000,1,2017-11-16,2017-11-23,395197,9,1782,2,Cad,True
1051000,2,2017-11-16,2017-11-23,395197,9,1640,1,Cad,True
1051000,3,2017-11-16,2017-11-23,395197,9,1674,2,Cad,True
1051001,1,2017-11-16,2017-11-23,1606675,56,1529,1,Usd,True
1051001,2,2017-11-16,2017-11-23,1606675,56,353,3,Usd,True
1051001,3,2017-11-16,2017-11-23,1606675,56,1576,1,Usd,True
1051001,4,2017-11-16,2017-11-23,1606675,56,78,3,Usd,True
1051003,1,2017-11-16,2017-11-23,1783996,59,441,3,Usd,True
1051003,2,2017-11-16,2017-11-23,1783996,59,215,1,Usd,True
1051004,1,2017-11-16,2017-11-23,1681427,48,1276,4,Usd,True
1051004,2,2017-11-16,2017-11-23,1681427,48,1496,1,Usd,True
1051004,3,2017-11-16,2017-11-23,1681427,48,1623,1,Usd,True
1051004,4,2017-11-16,2017-11-23,1681427,48,1603,7,Usd,True
1051005,1,2017-11-16,2017-11-24,908105,0,1483,2,Gbp,False
1051006,1,2017-11-16,2017-11-23,1666075,44,10,1,Usd,True
1051006,3,2017-11-16,2017-11-23,1666075,44,113,1,Usd,True
1051007,1,2017-11-16,2017-11-22,2061513,0,357,4,Usd,False
1051008,1,2017-11-16,2017-11-23,1363027,51,2013,1,Usd,True
1051008,2,2017-11-16,2017-11-23,1363027,51,963,3,Usd,True
1051009,1,2017-11-16,2017-11-21,1383079,0,822,8,Usd,False
1051010,1,2017-11-16,2017-11-23,2087477,48,1687,2,Usd,True
1051012,1,2017-11-16,2017-11-23,1467137,65,2497,2,Usd,True
1051012,2,2017-11-16,2017-11-23,1467137,65,2015,1,Usd,True
1051012,3,2017-11-16,2017-11-23,1467137,65,65,2,Usd,True
1051013,1,2017-11-16,2017-11-23,1523947,54,460,1,Usd,True
1051013,2,2017-11-16,2017-11-23,1523947,54,105,2,Usd,True
1051014,1,2017-11-16,2017-11-23,1496211,63,47,1,Usd,True
1051014,2,2017-11-16,2017-11-23,1496211,63,1431,4,Usd,True
1051014,3,2017-11-16,2017-11-23,1496211,63,1927,1,Usd,True
1051014,4,2017-11-16,2017-11-23,1496211,63,2033,3,Usd,True
1052000,1,2017-11-17,2017-11-21,1254510,0,92,1,Usd,False
1052000,2,2017-11-17,2017-11-21,1254510,0,1443,4,Usd,False
1052001,1,2017-11-17,2017-11-24,1400564,64,101,8,Usd,True
1052001,2,2017-11-17,2017-11-24,1400564,64,2508,3,Usd,True
1052002,1,2017-11-17,2017-11-24,444719,19,96,1,Eur,True
1052002,3,2017-11-17,2017-11-24,444719,19,1777,3,Eur,True
1052003,1,2017-11-17,2017-11-24,1599683,54,1695,1,Usd,True
1052003,2,2017-11-17,2017-11-24,1599683,54,1627,2,Usd,True
1052003,3,2017-11-17,2017-11-24,1599683,54,47,3,Usd,True
1052004,1,2017-11-17,2017-11-24,1127050,36,1335,2,Gbp,True
1052004,2,2017-11-17,2017-11-24,1127050,36,1656,2,Gbp,True
1052004,3,2017-11-17,2017-11-24,1127050,36,1474,2,Gbp,True
1052006,1,2017-11-17,2017-11-24,1215249,50,443,2,Usd,True
1052007,1,2017-11-17,2017-11-24,1117944,39,1283,5,Gbp,True
1052007,2,2017-11-17,2017-11-24,1117944,39,150,7,Gbp,True
1052007,3,2017-11-17,2017-11-24,1117944,39,2117,1,Gbp,True
1052007,4,2017-11-17,2017-11-24,1117944,39,1602,4,Gbp,True
1052008,1,2017-11-17,2017-11-24,702340,29,1581,2,Eur,True
1052010,1,2017-11-17,2017-11-24,1411283,48,1180,4,Usd,True
1053000,1,2017-11-18,2017-11-25,1568116,45,459,1,Usd,True
1053001,1,2017-11-18,2017-11-25,999176,41,191,1,Gbp,True
1053001,2,2017-11-18,2017-11-25,999176,41,2097,2,Gbp,True
1053001,3,2017-11-18,2017-11-25,999176,41,1646,1,Gbp,True
1053001,4,2017-11-18,2017-11-25,999176,41,1617,4,Gbp,True
1053002,1,2017-11-18,2017-11-25,522615,24,430,3,Eur,True
1053002,2,2017-11-18,2017-11-25,522615,24,1540,2,Eur,True
1053003,1,2017-11-18,2017-11-25,1579183,50,220,1,Usd,True
1053003,2,2017-11-18,2017-11-25,1579183,50,433,2,Usd,True
1053003,3,2017-11-18,2017-11-25,1579183,50,1,3,Usd,True
1053003,4,2017-11-18,2017-11-25,1579183,50,154,1,Usd,True
1053003,5,2017-11-18,2017-11-25,1579183,50,1460,2,Usd,True
1053004,1,2017-11-18,2017-11-25,2007125,50,56,6,Usd,True
1053004,2,2017-11-18,2017-11-25,2007125,50,3,7,Usd,True
1053005,1,2017-11-18,2017-11-25,1029182,39,655,2,Gbp,True
1053005,2,2017-11-18,2017-11-25,1029182,39,148,3,Gbp,True
1053005,3,2017-11-18,2017-11-25,1029182,39,2051,4,Gbp,True
1053006,1,2017-11-18,2017-11-25,201299,8,149,1,Cad,True
1053006,2,2017-11-18,2017-11-25,201299,8,1410,2,Cad,True
1053006,3,2017-11-18,2017-11-25,201299,8,1635,1,Cad,True
1053007,1,2017-11-18,2017-11-24,248690,0,1068,4,Cad,False
1053007,2,2017-11-18,2017-11-24,248690,0,2371,3,Cad,False
1053007,3,2017-11-18,2017-11-24,248690,0,417,5,Cad,False
1053008,1,2017-11-18,2017-11-25,791855,30,1572,4,Eur,True
1053008,2,2017-11-18,2017-11-25,791855,30,439,4,Eur,True
1053008,3,2017-11-18,2017-11-25,791855,30,663,4,Eur,True
1053009,1,2017-11-18,2017-11-26,1079159,0,2443,3,Gbp,False
1053009,2,2017-11-18,2017-11-26,1079159,0,124,1,Gbp,False
1053009,3,2017-11-18,2017-11-26,1079159,0,91,6,Gbp,False
1053010,1,2017-11-18,2017-11-25,1410778,66,55,1,Usd,True
1053010,2,2017-11-18,2017-11-25,1410778,66,2091,4,Usd,True
1053010,3,2017-11-18,2017-11-25,1410778,66,480,4,Usd,True
1053010,4,2017-11-18,2017-11-25,1410778,66,1493,3,Usd,True
1053010,5,2017-11-18,2017-11-25,1410778,66,122,10,Usd,True
1053010,6,2017-11-18,2017-11-25,1410778,66,1232,5,Usd,True
1053010,7,2017-11-18,2017-11-25,1410778,66,327,1,Usd,True
1053011,1,2017-11-18,2017-11-25,1678823,51,1490,2,Usd,True
1053011,2,2017-11-18,2017-11-25,1678823,51,1512,3,Usd,True
1053012,1,2017-11-18,2017-11-25,416331,24,1067,4,Eur,True
1053012,2,2017-11-18,2017-11-25,416331,24,2514,1,Eur,True
1053013,1,2017-11-18,2017-11-20,1003708,0,423,2,Gbp,False
1053013,2,2017-11-18,2017-11-20,1003708,0,1602,3,Gbp,False
1053013,3,2017-11-18,2017-11-20,1003708,0,1886,3,Gbp,False
1053014,1,2017-11-18,2017-11-25,940066,36,30,2,Gbp,True
1053014,3,2017-11-18,2017-11-25,940066,36,1643,2,Gbp,True
1053015,1,2017-11-18,2017-11-25,466300,27,703,4,Eur,True
1053015,2,2017-11-18,2017-11-25,466300,27,432,4,Eur,True
1053016,1,2017-11-18,2017-11-25,979318,38,1663,1,Gbp,True
1053016,2,2017-11-18,2017-11-25,979318,38,98,1,Gbp,True
1053017,1,2017-11-18,2017-11-25,1539575,51,431,2,Usd,True
1053017,2,2017-11-18,2017-11-25,1539575,51,805,5,Usd,True
1053017,3,2017-11-18,2017-11-25,1539575,51,450,6,Usd,True
1053018,1,2017-11-18,2017-11-25,2011298,50,63,8,Usd,True
1053018,2,2017-11-18,2017-11-25,2011298,50,1622,2,Usd,True
1053018,3,2017-11-18,2017-11-25,2011298,50,2102,2,Usd,True
1055000,1,2017-11-20,2017-11-26,502452,0,2377,3,Eur,False
1055000,2,2017-11-20,2017-11-26,502452,0,1420,1,Eur,False
1055001,1,2017-11-20,2017-11-27,887036,31,1598,4,Eur,True
1055001,2,2017-11-20,2017-11-27,887036,31,53,2,Eur,True
1055002,1,2017-11-20,2017-11-27,1632461,59,2258,1,Usd,True
1055002,2,2017-11-20,2017-11-27,1632461,59,111,1,Usd,True
1055002,3,2017-11-20,2017-11-27,1632461,59,59,2,Usd,True
1055002,4,2017-11-20,2017-11-27,1632461,59,60,4,Usd,True
1055003,1,2017-11-20,2017-11-27,595271,23,2429,3,Eur,True
1055004,1,2017-11-20,2017-11-27,1604371,64,118,1,Usd,True
1055004,2,2017-11-20,2017-11-27,1604371,64,1750,1,Usd,True
1055005,1,2017-11-20,2017-11-27,2026106,44,1634,1,Usd,True
1055006,1,2017-11-20,2017-11-23,1448602,0,1665,1,Usd,False
1055006,2,2017-11-20,2017-11-23,1448602,0,445,8,Usd,False
1055006,3,2017-11-20,2017-11-23,1448602,0,1609,2,Usd,False
1055006,4,2017-11-20,2017-11-23,1448602,0,1652,7,Usd,False
1055008,1,2017-11-20,2017-11-27,1357822,64,171,3,Usd,True
1055008,2,2017-11-20,2017-11-27,1357822,64,374,7,Usd,True
1056000,1,2017-11-21,2017-11-28,1714276,53,442,9,Usd,True
1056000,2,2017-11-21,2017-11-28,1714276,53,1575,4,Usd,True
1056000,3,2017-11-21,2017-11-28,1714276,53,458,6,Usd,True
1056001,1,2017-11-21,2017-11-28,389303,10,494,3,Cad,True
1056001,2,2017-11-21,2017-11-28,389303,10,105,2,Cad,True
1056001,4,2017-11-21,2017-11-28,389303,10,2516,1,Cad,True
1056002,1,2017-11-21,2017-11-28,1126390,41,337,4,Gbp,True
1056002,2,2017-11-21,2017-11-28,1126390,41,1800,1,Gbp,True
1056003,1,2017-11-21,2017-11-28,742886,29,568,1,Eur,True
1056004,1,2017-11-21,2017-11-28,1306378,65,1737,1,Usd,True
1056005,1,2017-11-21,2017-11-28,452209,23,465,9,Eur,True
1056006,1,2017-11-21,2017-11-23,1248961,0,1426,6,Usd,False
1056006,2,2017-11-21,2017-11-23,1248961,0,519,7,Usd,False
1056006,3,2017-11-21,2017-11-23,1248961,0,160,3,Usd,False
1056007,1,2017-11-21,2017-11-28,624165,13,688,1,Eur,True
1056007,2,2017-11-21,2017-11-28,624165,13,2043,1,Eur,True
1056007,3,2017-11-21,2017-11-28,624165,13,442,1,Eur,True
1056007,4,2017-11-21,2017-11-28,624165,13,1464,2,Eur,True
1056007,5,2017-11-21,2017-11-28,624165,13,1577,3,Eur,True
1056008,1,2017-11-21,2017-11-28,1879693,56,1544,2,Usd,True
1056008,2,2017-11-21,2017-11-28,1879693,56,1519,1,Usd,True
1056009,1,2017-11-21,2017-11-28,1833076,55,430,8,Usd,True
1056010,1,2017-11-21,2017-11-28,1502555,61,1577,2,Usd,True
1057000,1,2017-11-22,2017-11-29,1778116,54,425,1,Usd,True
1057001,1,2017-11-22,2017-11-29,1956922,59,320,7,Usd,True
1057002,1,2017-11-22,2017-11-29,1318330,64,1999,10,Usd,True
1057002,2,2017-11-22,2017-11-29,1318330,64,1263,3,Usd,True
1057002,3,2017-11-22,2017-11-29,1318330,64,1216,2,Usd,True
1057002,4,2017-11-22,2017-11-29,1318330,64,1397,3,Usd,True
1057004,1,2017-11-22,2017-11-29,130270,5,2019,1,Aud,True
1057004,2,2017-11-22,2017-11-29,130270,5,75,2,Aud,True
1057004,3,2017-11-22,2017-11-29,130270,5,56,8,Aud,True
1057004,4,2017-11-22,2017-11-29,130270,5,84,2,Aud,True
1057005,1,2017-11-22,2017-11-29,742026,30,67,1,Eur,True
1057005,2,2017-11-22,2017-11-29,742026,30,1488,6,Eur,True
1057006,1,2017-11-22,2017-11-29,397285,9,1741,3,Cad,True
1057006,2,2017-11-22,2017-11-29,397285,9,1406,1,Cad,True
1057007,1,2017-11-22,2017-11-29,317235,9,1967,4,Cad,True
1057007,2,2017-11-22,2017-11-29,317235,9,1446,2,Cad,True
1057011,1,2017-11-22,2017-11-29,1804459,53,452,3,Usd,True
1057011,2,2017-11-22,2017-11-29,1804459,53,1817,1,Usd,True
1057011,3,2017-11-22,2017-11-29,1804459,53,1578,1,Usd,True
1057012,1,2017-11-22,2017-11-29,1628856,59,71,2,Usd,True
1057012,2,2017-11-22,2017-11-29,1628856,59,94,2,Usd,True
1057013,1,2017-11-22,2017-11-29,1848442,57,153,1,Usd,True
1057013,2,2017-11-22,2017-11-29,1848442,57,1530,8,Usd,True
1057014,1,2017-11-22,2017-11-28,271122,0,2249,2,Cad,False
1057014,2,2017-11-22,2017-11-28,271122,0,112,4,Cad,False
1057014,3,2017-11-22,2017-11-28,271122,0,145,2,Cad,False
1058001,1,2017-11-23,2017-11-30,856134,33,1181,3,Eur,True
1058001,2,2017-11-23,2017-11-30,856134,33,1111,1,Eur,True
1058001,3,2017-11-23,2017-11-30,856134,33,1024,2,Eur,True
1058002,1,2017-11-23,2017-11-30,1041700,38,1774,1,Gbp,True
1058002,2,2017-11-23,2017-11-30,1041700,38,184,1,Gbp,True
1058004,1,2017-11-23,2017-11-30,1939196,51,130,2,Usd,True
1058004,2,2017-11-23,2017-11-30,1939196,51,2216,7,Usd,True
1058005,1,2017-11-23,2017-11-30,620797,17,1625,8,Eur,True
1058005,2,2017-11-23,2017-11-30,620797,17,1223,10,Eur,True
1058006,1,2017-11-23,2017-11-25,213806,0,90,4,Cad,False
1058006,3,2017-11-23,2017-11-25,213806,0,421,3,Cad,False
1058006,4,2017-11-23,2017-11-25,213806,0,1453,1,Cad,False
1058007,1,2017-11-23,2017-11-30,1266939,53,432,4,Usd,True
1058007,2,2017-11-23,2017-11-30,1266939,53,50,2,Usd,True
1058008,1,2017-11-23,2017-11-30,1176216,36,445,2,Gbp,True
1058008,2,2017-11-23,2017-11-30,1176216,36,1493,5,Gbp,True
1058008,3,2017-11-23,2017-11-30,1176216,36,2043,3,Gbp,True
1058009,1,2017-11-23,2017-11-30,512276,20,920,1,Eur,True
1058009,2,2017-11-23,2017-11-30,512276,20,1396,7,Eur,True
1058009,3,2017-11-23,2017-11-30,512276,20,1635,7,Eur,True
1058009,4,2017-11-23,2017-11-30,512276,20,2497,2,Eur,True
1058009,5,2017-11-23,2017-11-30,512276,20,121,10,Eur,True
1058010,1,2017-11-23,2017-12-03,1179743,0,656,3,Gbp,False
1058010,2,2017-11-23,2017-12-03,1179743,0,1570,2,Gbp,False
1058011,1,2017-11-23,2017-11-25,1306881,0,93,7,Usd,False
1058011,2,2017-11-23,2017-11-25,1306881,0,93,6,Usd,False
1058011,3,2017-11-23,2017-11-25,1306881,0,106,2,Usd,False
1058011,4,2017-11-23,2017-11-25,1306881,0,823,2,Usd,False
1058012,1,2017-11-23,2017-11-30,918800,38,111,3,Gbp,True
1058013,1,2017-11-23,2017-11-25,1245587,0,436,4,Usd,False
1058013,2,2017-11-23,2017-11-25,1245587,0,2037,6,Usd,False
1058013,3,2017-11-23,2017-11-25,1245587,0,1463,3,Usd,False
1058014,1,2017-11-23,2017-11-30,1249191,63,148,1,Usd,True
1058015,1,2017-11-23,2017-11-30,1614019,44,1348,3,Usd,True
1058015,2,2017-11-23,2017-11-30,1614019,44,1181,4,Usd,True
1058015,3,2017-11-23,2017-11-30,1614019,44,2040,7,Usd,True
1058015,4,2017-11-23,2017-11-30,1614019,44,1086,3,Usd,True
1058015,5,2017-11-23,2017-11-30,1614019,44,1658,5,Usd,True
1059000,1,2017-11-24,2017-12-02,1571169,0,1452,1,Usd,False
1059000,2,2017-11-24,2017-12-02,1571169,0,683,1,Usd,False
1059001,1,2017-11-24,2017-12-01,1806498,45,381,1,Usd,True
1059002,1,2017-11-24,2017-12-01,1418618,51,1486,2,Usd,True
1059002,2,2017-11-24,2017-12-01,1418618,51,915,6,Usd,True
1059003,1,2017-11-24,2017-12-01,387372,10,1678,6,Cad,True
1059003,2,2017-11-24,2017-12-01,387372,10,84,4,Cad,True
1059003,3,2017-11-24,2017-12-01,387372,10,995,2,Cad,True
1059003,4,2017-11-24,2017-12-01,387372,10,643,5,Cad,True
1059004,1,2017-11-24,2017-12-01,1869148,56,416,1,Usd,True
1059004,2,2017-11-24,2017-12-01,1869148,56,1498,2,Usd,True
1059004,3,2017-11-24,2017-12-01,1869148,56,1692,7,Usd,True
1059005,1,2017-11-24,2017-12-01,2074698,55,1627,3,Usd,True
1059006,1,2017-11-24,2017-12-01,2037884,45,1078,1,Usd,True
1059006,2,2017-11-24,2017-12-01,2037884,45,62,2,Usd,True
1059006,3,2017-11-24,2017-12-01,2037884,45,163,3,Usd,True
1059007,1,2017-11-24,2017-12-01,950923,42,1452,2,Gbp,True
1059007,2,2017-11-24,2017-12-01,950923,42,1645,6,Gbp,True
1059007,3,2017-11-24,2017-12-01,950923,42,61,2,Gbp,True
1059007,4,2017-11-24,2017-12-01,950923,42,1808,3,Gbp,True
1059008,1,2017-11-24,2017-12-01,659211,15,1416,3,Eur,True
1059008,2,2017-11-24,2017-12-01,659211,15,64,6,Eur,True
1059008,3,2017-11-24,2017-12-01,659211,15,1603,2,Eur,True
1059009,1,2017-11-24,2017-11-27,1417693,0,505,3,Usd,False
1059010,1,2017-11-24,2017-12-01,1537507,61,1633,1,Usd,True
1059010,2,2017-11-24,2017-12-01,1537507,61,40,3,Usd,True
1059010,3,2017-11-24,2017-12-01,1537507,61,1419,3,Usd,True
1060001,1,2017-11-25,2017-12-02,460687,22,977,1,Eur,True
1060001,2,2017-11-25,2017-12-02,460687,22,1500,2,Eur,True
1060001,3,2017-11-25,2017-12-02,460687,22,546,2,Eur,True
1060002,1,2017-11-25,2017-12-02,1644327,44,1463,2,Usd,True
1060003,1,2017-11-25,2017-12-02,1585839,45,87,3,Usd,True
1060003,2,2017-11-25,2017-12-02,1585839,45,2517,1,Usd,True
1060004,1,2017-11-25,2017-12-02,1042267,37,431,1,Gbp,True
1060005,1,2017-11-25,2017-12-02,1736139,65,456,9,Usd,True
1060005,2,2017-11-25,2017-12-02,1736139,65,172,7,Usd,True
1060005,3,2017-11-25,2017-12-02,1736139,65,1757,1,Usd,True
1060007,1,2017-11-25,2017-12-02,933086,40,2109,2,Gbp,True
1060007,2,2017-11-25,2017-12-02,933086,40,2041,1,Gbp,True
1060008,1,2017-11-25,2017-12-02,706108,30,442,7,Eur,True
1060008,2,2017-11-25,2017-12-02,706108,30,1389,7,Eur,True
1060008,3,2017-11-25,2017-12-02,706108,30,2148,6,Eur,True
1060009,1,2017-11-25,2017-11-30,1141652,0,404,3,Gbp,False
1060009,2,2017-11-25,2017-11-30,1141652,0,2032,7,Gbp,False
1060011,1,2017-11-25,2017-12-02,1738514,44,755,2,Usd,True
1060012,1,2017-11-25,2017-11-29,410853,0,773,1,Eur,False
1060012,2,2017-11-25,2017-11-29,410853,0,1353,1,Eur,False
1060012,3,2017-11-25,2017-11-29,410853,0,1683,3,Eur,False
1060012,4,2017-11-25,2017-11-29,410853,0,800,7,Eur,False
1060012,5,2017-11-25,2017-11-29,410853,0,1469,9,Eur,False
1060012,6,2017-11-25,2017-11-29,410853,0,2488,5,Eur,False
1060012,7,2017-11-25,2017-11-29,410853,0,2361,2,Eur,False
1060013,1,2017-11-25,2017-12-02,1081217,37,73,7,Gbp,True
