order_id,product_id,customer_id,total_quantity,discount_rate,Cost,Gross_sales,Net_sales,Actual_Profit,Potential_profit,Discount_value,sale_per_unit,cost_per_unit,profit_per_unit
CA-2014-107594,TEC-PH-10002923,EH-13945,2,0.0000,54.01,73.98,73.98,19.97,19.97,0.00,36.99,27.00,9.99
CA-2014-107706,OFF-PA-10000466,ST-20530,3,0.2000,10.11,20.23,16.18,6.07,10.11,4.05,5.39,3.37,2.02
CA-2014-107755,TEC-AC-10000710,CK-12760,7,0.0000,65.76,115.36,115.36,49.60,49.60,0.00,16.48,9.39,7.09
CA-2014-107769,TEC-PH-10001336,BT-11395,2,0.0000,183.17,257.98,257.98,74.81,74.81,0.00,128.99,91.58,37.41
CA-2014-107811,FUR-CH-10001394,LA-16780,2,0.2000,491.38,701.98,561.58,70.20,210.59,140.40,280.79,245.69,35.10
CA-2014-107811,OFF-ST-10000798,LA-16780,5,0.2000,101.17,124.90,99.92,-1.25,23.73,24.98,19.98,20.23,-0.25
CA-2014-107818,FUR-CH-10000454,MC-17275,5,0.2000,853.93,1219.90,975.92,121.99,365.97,243.98,195.18,170.79,24.40
CA-2014-107818,OFF-AR-10000380,MC-17275,8,0.0000,212.69,303.84,303.84,91.15,91.15,0.00,37.98,26.59,11.39
CA-2014-107818,OFF-AR-10003045,MC-17275,2,0.0000,3.23,5.88,5.88,2.65,2.65,0.00,2.94,1.62,1.32
CA-2014-107818,OFF-ST-10000736,MC-17275,6,0.0000,466.44,485.88,485.88,19.44,19.44,0.00,80.98,77.74,3.24
CA-2014-107916,FUR-FU-10004586,JP-15460,2,0.0000,6.91,13.28,13.28,6.37,6.37,0.00,6.64,3.45,3.19
CA-2014-107916,OFF-BI-10001116,JP-15460,3,0.2000,8.23,15.84,12.67,4.44,7.60,3.17,4.22,2.74,1.48
CA-2014-108147,OFF-BI-10003876,RD-19480,2,0.2000,42.80,85.60,68.48,25.68,42.80,17.12,34.24,21.40,12.84
CA-2014-108147,OFF-ST-10003470,RD-19480,6,0.0000,1593.04,1676.88,1676.88,83.84,83.84,0.00,279.48,265.51,13.97
CA-2014-108182,OFF-BI-10001196,DL-13315,2,0.8000,23.72,44.75,8.95,-14.77,21.03,35.80,4.48,11.86,-7.39
CA-2014-108189,OFF-EN-10004846,ES-14080,6,0.2000,8.14,15.96,12.77,4.63,7.82,3.19,2.13,1.36,0.77
CA-2014-108189,OFF-FA-10000735,ES-14080,2,0.2000,3.21,5.84,4.67,1.46,2.63,1.17,2.34,1.61,0.73
CA-2014-108189,OFF-SU-10003567,ES-14080,2,0.2000,18.62,19.20,15.36,-3.26,0.58,3.84,7.68,9.31,-1.63
CA-2014-108189,TEC-AC-10003038,ES-14080,1,0.2000,7.25,8.95,7.16,-0.09,1.70,1.79,7.16,7.25,-0.09
CA-2014-108189,TEC-PH-10001557,ES-14080,3,0.2000,210.22,287.98,230.38,20.16,77.75,57.60,76.79,70.07,6.72
CA-2014-108189,TEC-PH-10001760,ES-14080,2,0.2000,210.94,398.00,318.40,107.46,187.06,79.60,159.20,105.47,53.73
CA-2014-108273,FUR-FU-10002116,EJ-13720,2,0.6000,131.52,141.43,56.57,-74.95,9.90,84.86,28.29,65.76,-37.48
CA-2014-108273,OFF-PA-10000029,EJ-13720,7,0.2000,23.59,45.36,36.29,12.70,21.77,9.07,5.18,3.37,1.81
CA-2014-108609,FUR-TA-10003954,AJ-10780,8,0.4000,2156.19,2369.43,1421.66,-734.53,213.25,947.77,177.71,269.52,-91.82
CA-2014-108707,OFF-PA-10000788,DB-12910,2,0.2000,6.74,12.96,10.37,3.63,6.22,2.59,5.19,3.37,1.81
CA-2014-108861,OFF-BI-10003876,MM-17260,4,0.2000,85.60,171.20,136.96,51.36,85.60,34.24,34.24,21.40,12.84
CA-2014-108903,OFF-AR-10004010,DO-13435,2,0.2000,51.78,69.98,55.98,4.20,18.19,14.00,27.99,25.89,2.10
CA-2014-108903,OFF-EN-10004030,DO-13435,5,0.2000,9.59,18.10,14.48,4.89,8.51,3.62,2.90,1.92,0.98
CA-2014-108903,TEC-AC-10003023,DO-13435,3,0.2000,146.05,178.11,142.49,-3.56,32.06,35.62,47.50,48.68,-1.19
CA-2014-109043,OFF-AP-10004708,CS-12355,5,0.2000,135.11,190.30,152.24,17.13,55.19,38.06,30.45,27.02,3.43
CA-2014-109043,OFF-PA-10000312,CS-12355,5,0.2000,61.67,114.20,91.36,29.69,52.53,22.84,18.27,12.33,5.94
CA-2014-109127,OFF-LA-10004409,JC-15775,6,0.0000,9.33,17.28,17.28,7.95,7.95,0.00,2.88,1.56,1.32
CA-2014-109134,FUR-FU-10000320,DE-13255,6,0.0000,11.22,20.04,20.04,8.82,8.82,0.00,3.34,1.87,1.47
CA-2014-109218,OFF-AR-10001374,AR-10825,5,0.0000,22.03,32.40,32.40,10.37,10.37,0.00,6.48,4.41,2.07
CA-2014-109232,FUR-CH-10000422,ND-18370,6,0.0000,458.59,545.94,545.94,87.35,87.35,0.00,90.99,76.43,14.56
CA-2014-109302,OFF-BI-10002854,CS-12175,7,0.0000,98.11,196.21,196.21,98.11,98.11,0.00,28.03,14.02,14.02
CA-2014-109491,FUR-FU-10000221,LC-16930,4,0.0000,13.41,20.32,20.32,6.91,6.91,0.00,5.08,3.35,1.73
CA-2014-109491,TEC-AC-10001284,LC-16930,3,0.0000,39.88,62.31,62.31,22.43,22.43,0.00,20.77,13.29,7.48
CA-2014-109680,OFF-ST-10001932,VP-21760,2,0.0000,332.25,386.34,386.34,54.09,54.09,0.00,193.17,166.13,27.04
CA-2014-109855,OFF-BI-10004716,LH-16900,2,0.2000,15.43,29.68,23.74,8.31,14.25,5.94,11.87,7.71,4.16
CA-2014-109855,TEC-AC-10002842,LH-16900,3,0.0000,299.88,357.00,357.00,57.12,57.12,0.00,119.00,99.96,19.04
CA-2014-109890,TEC-PH-10004100,PG-18820,2,0.0000,25.91,35.98,35.98,10.07,10.07,0.00,17.99,12.95,5.04
CA-2014-109897,FUR-FU-10002878,BW-11200,3,0.0000,53.83,85.44,85.44,31.61,31.61,0.00,28.48,17.94,10.54
CA-2014-109897,TEC-PH-10003691,BW-11200,8,0.2000,755.94,1007.93,806.34,50.40,251.98,201.59,100.79,94.49,6.30
CA-2014-109904,OFF-AR-10004999,BF-10975,3,0.0000,13.46,17.94,17.94,4.49,4.49,0.00,5.98,4.49,1.50
CA-2014-109918,OFF-BI-10004308,LR-17035,5,0.2000,52.45,104.90,83.92,31.47,52.45,20.98,16.78,10.49,6.29
CA-2014-109932,OFF-PA-10001804,VP-21760,2,0.2000,6.95,13.36,10.69,3.74,6.41,2.67,5.35,3.47,1.87
CA-2014-109932,OFF-ST-10000036,VP-21760,3,0.2000,216.35,296.38,237.10,20.75,80.02,59.28,79.03,72.12,6.92
CA-2014-110030,FUR-FU-10002759,LF-17185,3,0.6000,38.37,59.95,23.98,-14.39,21.58,35.97,7.99,12.79,-4.80
CA-2014-110065,OFF-AR-10004165,SP-20650,7,0.0000,8.94,15.96,15.96,7.02,7.02,0.00,2.28,1.28,1.00
CA-2014-110065,TEC-PH-10002468,SP-20650,1,0.0000,99.27,135.99,135.99,36.72,36.72,0.00,135.99,99.27,36.72
CA-2014-110072,FUR-FU-10000521,MG-17680,4,0.2000,80.98,117.36,93.89,12.91,36.38,23.47,23.47,20.25,3.23
CA-2014-110100,TEC-PH-10004531,LC-16885,3,0.2000,264.58,377.98,302.38,37.80,113.39,75.60,100.79,88.19,12.60
CA-2014-110184,OFF-ST-10000107,BF-11170,9,0.0000,204.80,249.75,249.75,44.96,44.96,0.00,27.75,22.76,5.00
CA-2014-110184,TEC-PH-10000439,BF-11170,8,0.2000,227.15,319.93,255.94,28.79,92.78,63.99,31.99,28.39,3.60
CA-2014-110219,FUR-CH-10001146,EB-13870,3,0.3000,137.00,182.67,127.87,-9.13,45.67,54.80,42.62,45.67,-3.04
CA-2014-110352,OFF-LA-10003923,ED-13885,2,0.2000,14.80,29.60,23.68,8.88,14.80,5.92,11.84,7.40,4.44
CA-2014-110408,FUR-CH-10003774,AS-10225,6,0.0000,474.92,545.88,545.88,70.96,70.96,0.00,90.98,79.15,11.83
CA-2014-110408,OFF-ST-10001522,AS-10225,3,0.0000,264.93,275.97,275.97,11.04,11.04,0.00,91.99,88.31,3.68
CA-2014-110408,TEC-PH-10002352,AS-10225,5,0.0000,1032.26,1394.95,1394.95,362.69,362.69,0.00,278.99,206.45,72.54
CA-2014-110422,FUR-FU-10001889,TB-21400,3,0.2000,21.15,31.56,25.25,4.10,10.42,6.31,8.42,7.05,1.37
CA-2014-110527,OFF-LA-10000262,ED-13885,8,0.0000,11.28,20.88,20.88,9.60,9.60,0.00,2.61,1.41,1.20
CA-2014-110555,OFF-ST-10000876,MM-18055,7,0.0000,62.70,87.08,87.08,24.38,24.38,0.00,12.44,8.96,3.48
CA-2014-110555,TEC-AC-10003399,MM-18055,6,0.0000,126.12,217.44,217.44,91.32,91.32,0.00,36.24,21.02,15.22
CA-2014-110555,TEC-PH-10000586,MM-18055,2,0.2000,96.34,131.98,105.58,9.24,35.63,26.40,52.79,48.17,4.62
CA-2014-110611,OFF-ST-10000642,JD-16015,5,0.2000,97.56,104.90,83.92,-13.64,7.34,20.98,16.78,19.51,-2.73
CA-2014-110639,OFF-PA-10003936,RH-19495,4,0.0000,13.48,25.92,25.92,12.44,12.44,0.00,6.48,3.37,3.11
CA-2014-110639,OFF-PA-10004530,RH-19495,4,0.0000,23.42,45.92,45.92,22.50,22.50,0.00,11.48,5.85,5.63
CA-2014-110786,FUR-FU-10000550,AJ-10795,5,0.0000,16.68,24.90,24.90,8.22,8.22,0.00,4.98,3.34,1.64
CA-2014-110786,FUR-FU-10000672,AJ-10795,6,0.0000,46.57,70.56,70.56,23.99,23.99,0.00,11.76,7.76,4.00
CA-2014-110786,OFF-BI-10003305,AJ-10795,3,0.2000,9.69,17.94,14.35,4.66,8.25,3.59,4.78,3.23,1.55
CA-2014-110786,OFF-LA-10001474,AJ-10795,9,0.0000,148.38,274.77,274.77,126.39,126.39,0.00,30.53,16.49,14.04
CA-2014-110786,OFF-PA-10000528,AJ-10795,4,0.0000,11.62,21.12,21.12,9.50,9.50,0.00,5.28,2.90,2.38
CA-2014-110786,TEC-MA-10003183,AJ-10795,6,0.2000,479.97,959.94,767.95,287.98,479.97,191.99,127.99,79.99,48.00
CA-2014-110786,TEC-PH-10001425,AJ-10795,3,0.2000,172.78,239.98,191.98,19.20,67.19,48.00,63.99,57.59,6.40
CA-2014-110849,OFF-AR-10000657,JL-15835,5,0.0000,7.20,10.75,10.75,3.55,3.55,0.00,2.15,1.44,0.71
CA-2014-110849,OFF-AR-10002375,JL-15835,4,0.0000,9.32,13.12,13.12,3.80,3.80,0.00,3.28,2.33,0.95
CA-2014-110849,OFF-FA-10000134,JL-15835,2,0.0000,8.02,11.62,11.62,3.60,3.60,0.00,5.81,4.01,1.80
CA-2014-110849,TEC-MA-10002859,JL-15835,4,0.2000,190.78,359.96,287.97,97.19,169.18,71.99,71.99,47.70,24.30
CA-2014-111003,OFF-AR-10002135,CR-12625,6,0.0000,205.33,289.20,289.20,83.87,83.87,0.00,48.20,34.22,13.98
CA-2014-111003,OFF-BI-10001072,CR-12625,3,0.0000,24.56,45.48,45.48,20.92,20.92,0.00,15.16,8.19,6.97
CA-2014-111059,OFF-BI-10002827,TB-21400,3,0.2000,8.96,16.59,13.27,4.31,7.63,3.32,4.42,2.99,1.44
CA-2014-111059,OFF-BI-10004593,TB-21400,2,0.2000,56.59,104.80,83.84,27.25,48.21,20.96,41.92,28.30,13.62
CA-2014-111150,OFF-AR-10000034,RW-19630,7,0.0000,18.10,29.68,29.68,11.58,11.58,0.00,4.24,2.59,1.65
CA-2014-111150,TEC-AC-10000290,RW-19630,7,0.0000,31.37,47.53,47.53,16.16,16.16,0.00,6.79,4.48,2.31
CA-2014-111157,OFF-PA-10000327,NH-18610,1,0.2000,2.35,4.28,3.42,1.07,1.93,0.86,3.42,2.35,1.07
CA-2014-111157,TEC-AC-10004353,NH-18610,3,0.2000,119.07,189.00,151.20,32.13,69.93,37.80,50.40,39.69,10.71
CA-2014-111192,FUR-BO-10002916,TS-21430,8,0.0000,1107.95,1367.84,1367.84,259.89,259.89,0.00,170.98,138.49,32.49
CA-2014-111360,OFF-BI-10003350,AT-10435,3,0.7000,10.33,19.13,5.74,-4.59,8.80,13.39,1.91,3.44,-1.53
CA-2014-111451,FUR-CH-10001891,KL-16555,3,0.2000,210.19,287.94,230.35,20.16,77.74,57.59,76.78,70.06,6.72
CA-2014-111451,FUR-FU-10002918,KL-16555,3,0.2000,242.91,272.94,218.35,-24.56,30.02,54.59,72.78,80.97,-8.19
CA-2014-111451,FUR-FU-10004091,KL-16555,8,0.2000,221.56,375.53,300.42,78.86,153.96,75.11,37.55,27.70,9.86
CA-2014-111451,OFF-BI-10004593,KL-16555,5,0.7000,141.48,262.00,78.60,-62.88,120.52,183.40,15.72,28.30,-12.58
CA-2014-111451,OFF-FA-10004854,KL-16555,3,0.2000,18.25,34.44,27.55,9.30,16.19,6.89,9.18,6.08,3.10
CA-2014-111500,OFF-BI-10000829,DJ-13510,4,0.0000,9.70,17.96,17.96,8.26,8.26,0.00,4.49,2.42,2.07
CA-2014-111500,OFF-FA-10002676,DJ-13510,7,0.0000,8.11,12.67,12.67,4.56,4.56,0.00,1.81,1.16,0.65
CA-2014-111500,OFF-PA-10000595,DJ-13510,5,0.0000,61.67,114.20,114.20,52.53,52.53,0.00,22.84,12.33,10.51
CA-2014-111500,TEC-AC-10000844,DJ-13510,4,0.0000,217.57,339.96,339.96,122.39,122.39,0.00,84.99,54.39,30.60
CA-2014-111773,OFF-BI-10000174,JK-15625,3,0.2000,9.05,17.40,13.92,4.87,8.35,3.48,4.64,3.02,1.62
CA-2014-111857,OFF-PA-10001878,NM-18445,1,0.0000,25.92,48.91,48.91,22.99,22.99,0.00,48.91,25.92,22.99
CA-2014-111871,FUR-BO-10004218,EK-13795,10,0.1500,1127.84,1409.80,1198.33,70.49,281.96,211.47,119.83,112.78,7.05
CA-2014-111899,OFF-AR-10001725,NC-18340,2,0.2000,35.00,47.30,37.84,2.84,12.30,9.46,18.92,17.50,1.42
CA-2014-111899,OFF-FA-10000840,NC-18340,6,0.2000,3.62,6.84,5.47,1.85,3.21,1.37,0.91,0.60,0.31
CA-2014-111934,OFF-BI-10004364,GD-14590,2,0.0000,6.53,11.88,11.88,5.35,5.35,0.00,5.94,3.27,2.67
CA-2014-111934,OFF-PA-10000474,GD-14590,1,0.0000,18.78,35.44,35.44,16.66,16.66,0.00,35.44,18.78,16.66
CA-2014-111962,OFF-BI-10001308,EB-14170,2,0.2000,6.91,12.56,10.05,3.14,5.65,2.51,5.03,3.46,1.57
CA-2014-111962,OFF-ST-10000046,EB-14170,5,0.0000,654.28,807.75,807.75,153.47,153.47,0.00,161.55,130.86,30.69
CA-2014-112158,FUR-BO-10003272,DP-13165,5,0.2000,994.41,1104.90,883.92,-110.49,110.49,220.98,176.78,198.88,-22.10
CA-2014-112158,OFF-BI-10000050,DP-13165,8,0.2000,30.95,58.40,46.72,15.77,27.45,11.68,5.84,3.87,1.97
CA-2014-112158,TEC-AC-10003628,DP-13165,4,0.0000,67.18,119.96,119.96,52.78,52.78,0.00,29.99,16.79,13.20
CA-2014-112291,OFF-EN-10001415,KE-16420,2,0.0000,5.58,11.16,11.16,5.58,5.58,0.00,5.58,2.79,2.79
CA-2014-112291,TEC-AC-10000736,KE-16420,2,0.0000,102.39,159.98,159.98,57.59,57.59,0.00,79.99,51.19,28.80
CA-2014-112291,TEC-AC-10001284,KE-16420,3,0.0000,39.88,62.31,62.31,22.43,22.43,0.00,20.77,13.29,7.48
CA-2014-112326,OFF-BI-10004094,PO-19195,2,0.8000,9.03,17.70,3.54,-5.49,8.67,14.16,1.77,4.51,-2.74
CA-2014-112326,OFF-LA-10003223,PO-19195,3,0.2000,7.51,14.73,11.78,4.27,7.22,2.95,3.93,2.50,1.42
CA-2014-112326,OFF-ST-10002743,PO-19195,3,0.2000,337.51,340.93,272.74,-64.77,3.41,68.19,90.91,112.50,-21.59
CA-2014-112403,OFF-BI-10003529,JO-15280,1,0.7000,1.45,2.83,0.85,-0.60,1.39,1.98,0.85,1.45,-0.60
CA-2014-112718,OFF-BI-10000591,KN-16450,1,0.7000,2.03,3.90,1.17,-0.86,1.87,2.73,1.17,2.03,-0.86
CA-2014-112837,FUR-FU-10004006,LW-17125,3,0.0000,106.20,127.95,127.95,21.75,21.75,0.00,42.65,35.40,7.25
CA-2014-113047,OFF-FA-10002763,AP-10915,3,0.0000,8.06,11.85,11.85,3.79,3.79,0.00,3.95,2.69,1.26
CA-2014-113166,OFF-PA-10001947,LF-17185,2,0.2000,6.10,11.96,9.57,3.47,5.86,2.39,4.79,3.05,1.73
CA-2014-113257,FUR-FU-10001706,SC-20305,7,0.6000,11.21,21.55,8.62,-2.59,10.34,12.93,1.23,1.60,-0.37
CA-2014-113257,TEC-AC-10004171,SC-20305,4,0.2000,223.98,399.96,319.97,95.99,175.98,79.99,79.99,55.99,24.00
CA-2014-113271,FUR-BO-10004218,DS-13030,1,0.1500,112.78,140.98,119.83,7.05,28.20,21.15,119.83,112.78,7.05
CA-2014-113271,OFF-AR-10003251,DS-13030,2,0.0000,3.34,5.56,5.56,2.22,2.22,0.00,2.78,1.67,1.11
CA-2014-113271,OFF-BI-10002609,DS-13030,6,0.2000,9.65,17.88,14.30,4.65,8.22,3.58,2.38,1.61,0.77
CA-2014-113271,OFF-PA-10002365,DS-13030,5,0.0000,16.85,32.40,32.40,15.55,15.55,0.00,6.48,3.37,3.11
CA-2014-113320,FUR-FU-10001706,LH-17155,3,0.0000,4.80,9.24,9.24,4.44,4.44,0.00,3.08,1.60,1.48
CA-2014-113320,FUR-FU-10004270,LH-17155,3,0.0000,8.03,12.54,12.54,4.51,4.51,0.00,4.18,2.68,1.50
CA-2014-113320,OFF-ST-10000617,LH-17155,3,0.0000,8.31,8.94,8.94,0.63,0.63,0.00,2.98,2.77,0.21
CA-2014-113362,OFF-EN-10003845,AJ-10960,3,0.0000,5.98,11.07,11.07,5.09,5.09,0.00,3.69,1.99,1.70
CA-2014-113362,OFF-ST-10001809,AJ-10960,5,0.0000,440.17,449.15,449.15,8.98,8.98,0.00,89.83,88.03,1.80
CA-2014-113383,FUR-FU-10001986,SF-20065,5,0.0000,178.43,254.90,254.90,76.47,76.47,0.00,50.98,35.69,15.29
CA-2014-113383,OFF-AP-10004532,SF-20065,4,0.0000,59.80,81.92,81.92,22.12,22.12,0.00,20.48,14.95,5.53
CA-2014-113579,OFF-PA-10001457,KD-16345,6,0.0000,48.73,90.24,90.24,41.51,41.51,0.00,15.04,8.12,6.92
CA-2014-113768,FUR-CH-10002439,AH-10030,6,0.2000,258.50,349.33,279.46,20.96,90.82,69.87,46.58,43.08,3.49
CA-2014-113768,OFF-PA-10003063,AH-10030,2,0.0000,4.16,8.00,8.00,3.84,3.84,0.00,4.00,2.08,1.92
CA-2014-113859,FUR-CH-10004698,BC-11125,6,0.3000,349.84,485.89,340.12,-9.72,136.05,145.77,56.69,58.31,-1.62
CA-2014-113880,FUR-CH-10000863,VF-21715,6,0.3000,806.24,905.89,634.12,-172.12,99.65,271.77,105.69,134.37,-28.69
CA-2014-113880,OFF-PA-10003036,VF-21715,3,0.2000,11.79,21.84,17.47,5.68,10.05,4.37,5.82,3.93,1.89
CA-2014-113887,OFF-PA-10004071,TH-21550,1,0.0000,28.85,55.48,55.48,26.63,26.63,0.00,55.48,28.85,26.63
CA-2014-113929,OFF-AR-10003772,CK-12205,4,0.0000,24.50,35.00,35.00,10.50,10.50,0.00,8.75,6.13,2.63
CA-2014-113929,OFF-BI-10002852,CK-12205,3,0.2000,25.21,49.44,39.55,14.34,24.23,9.89,13.18,8.40,4.78
CA-2014-113929,OFF-EN-10003286,CK-12205,5,0.0000,21.94,41.40,41.40,19.46,19.46,0.00,8.28,4.39,3.89
CA-2014-113964,OFF-BI-10004654,JP-16135,4,0.2000,11.54,23.08,18.46,6.92,11.54,4.62,4.62,2.88,1.73
CA-2014-114125,OFF-BI-10003291,GH-14410,6,0.2000,27.76,52.38,41.90,14.14,24.62,10.48,6.98,4.63,2.36
CA-2014-114125,OFF-LA-10004559,GH-14410,1,0.0000,1.47,2.88,2.88,1.41,1.41,0.00,2.88,1.47,1.41
CA-2014-114125,OFF-ST-10001505,GH-14410,4,0.0000,19.85,23.92,23.92,4.07,4.07,0.00,5.98,4.96,1.02
CA-2014-114181,FUR-BO-10004467,AF-10885,7,0.5000,566.94,699.92,349.96,-216.98,132.98,349.96,49.99,80.99,-31.00
CA-2014-114181,OFF-AR-10000716,AF-10885,5,0.2000,17.02,27.90,22.32,5.30,10.88,5.58,4.46,3.40,1.06
CA-2014-114195,FUR-FU-10002253,EA-14035,2,0.2000,52.38,85.88,68.70,16.32,33.49,17.18,34.35,26.19,8.16
CA-2014-114195,OFF-BI-10000494,EA-14035,2,0.7000,5.74,10.43,3.13,-2.61,4.69,7.30,1.57,2.87,-1.31
CA-2014-114195,OFF-BI-10001658,EA-14035,3,0.7000,40.37,74.77,22.43,-17.94,34.39,52.34,7.48,13.46,-5.98
CA-2014-114251,FUR-FU-10001468,MD-17350,2,0.2000,307.77,341.96,273.57,-34.20,34.20,68.39,136.79,153.88,-17.10
CA-2014-114251,OFF-BI-10003684,MD-17350,2,0.7000,21.99,43.97,13.19,-8.80,21.98,30.78,6.60,10.99,-4.40
CA-2014-114251,OFF-ST-10003716,MD-17350,6,0.2000,1174.61,1350.13,1080.10,-94.51,175.52,270.03,180.02,195.77,-15.75
CA-2014-114251,TEC-AC-10001101,MD-17350,5,0.2000,58.01,64.45,51.56,-6.45,6.45,12.89,10.31,11.60,-1.29
CA-2014-114251,TEC-AC-10004864,MD-17350,2,0.2000,41.63,73.03,58.42,16.79,31.40,14.61,29.21,20.81,8.40
CA-2014-114314,FUR-FU-10002107,DB-13555,4,0.0000,5.00,8.92,8.92,3.92,3.92,0.00,2.23,1.25,0.98
CA-2014-114314,OFF-LA-10000240,DB-13555,1,0.0000,3.87,7.31,7.31,3.44,3.44,0.00,7.31,3.87,3.44
CA-2014-114321,FUR-CH-10001797,NC-18535,13,0.0000,355.17,500.24,500.24,145.07,145.07,0.00,38.48,27.32,11.16
CA-2014-114321,OFF-BI-10001359,NC-18535,1,0.0000,475.40,896.99,896.99,421.59,421.59,0.00,896.99,475.40,421.59
CA-2014-114321,OFF-PA-10000246,NC-18535,2,0.0000,10.86,20.12,20.12,9.26,9.26,0.00,10.06,5.43,4.63
CA-2014-114335,FUR-FU-10000277,XP-21865,4,0.2000,320.24,421.36,337.09,16.85,101.13,84.27,84.27,80.06,4.21
CA-2014-114433,TEC-AC-10002800,NP-18325,3,0.0000,97.48,149.97,149.97,52.49,52.49,0.00,49.99,32.49,17.50
CA-2014-114510,OFF-BI-10001617,JF-15295,4,0.2000,21.92,41.36,33.09,11.17,19.44,8.27,8.27,5.48,2.79
CA-2014-114510,OFF-BI-10003007,JF-15295,2,0.2000,41.88,77.56,62.05,20.17,35.68,15.51,31.03,20.94,10.08
CA-2014-114510,OFF-ST-10000736,JF-15295,1,0.0000,77.74,80.98,80.98,3.24,3.24,0.00,80.98,77.74,3.24
CA-2014-114510,OFF-ST-10003221,JF-15295,2,0.0000,15.59,21.36,21.36,5.77,5.77,0.00,10.68,7.80,2.88
CA-2014-114510,TEC-AC-10004877,JF-15295,12,0.0000,76.18,82.80,82.80,6.62,6.62,0.00,6.90,6.35,0.55
CA-2014-114517,FUR-TA-10001676,TH-21235,2,0.4000,72.87,88.87,53.32,-19.55,16.00,35.55,26.66,36.43,-9.77
CA-2014-114517,OFF-AP-10002350,TH-21235,3,0.0000,40.69,56.52,56.52,15.83,15.83,0.00,18.84,13.56,5.28
CA-2014-114643,OFF-AR-10003631,FM-14215,3,0.0000,9.73,14.52,14.52,4.79,4.79,0.00,4.84,3.24,1.60
CA-2014-114790,OFF-AP-10002578,FM-14215,3,0.0000,108.60,146.76,146.76,38.16,38.16,0.00,48.92,36.20,12.72
CA-2014-114790,OFF-PA-10000213,FM-14215,3,0.0000,7.92,14.94,14.94,7.02,7.02,0.00,4.98,2.64,2.34
CA-2014-114790,TEC-AC-10000710,FM-14215,2,0.0000,18.79,32.96,32.96,14.17,14.17,0.00,16.48,9.39,7.09
CA-2014-114790,TEC-PH-10000984,FM-14215,3,0.0000,423.34,587.97,587.97,164.63,164.63,0.00,195.99,141.11,54.88
CA-2014-115049,TEC-AC-10004859,MM-17920,11,0.2000,115.36,192.28,153.82,38.46,76.91,38.46,13.98,10.49,3.50
CA-2014-115056,OFF-AP-10003971,AR-10510,3,0.2000,24.18,32.68,26.14,1.96,8.50,6.54,8.71,8.06,0.65
CA-2014-115084,FUR-CH-10004626,LS-17200,6,0.0000,460.06,605.34,605.34,145.28,145.28,0.00,100.89,76.68,24.21
CA-2014-115133,OFF-AP-10001634,DA-13450,6,0.2000,15.45,20.88,16.70,1.25,5.43,4.18,2.78,2.57,0.21
CA-2014-115133,TEC-AC-10002370,DA-13450,2,0.2000,2.68,3.94,3.15,0.47,1.26,0.79,1.58,1.34,0.24
CA-2014-115161,FUR-BO-10003966,LC-17050,2,0.1500,287.25,341.96,290.67,3.42,54.71,51.29,145.34,143.63,1.71
CA-2014-115259,OFF-EN-10002504,RC-19960,6,0.2000,86.43,163.08,130.46,44.03,76.65,32.62,21.74,14.40,7.34
CA-2014-115259,OFF-EN-10002600,RC-19960,2,0.2000,3.07,5.90,4.72,1.65,2.83,1.18,2.36,1.53,0.83
CA-2014-115259,OFF-FA-10000621,RC-19960,14,0.2000,25.57,50.13,40.10,14.53,24.56,10.03,2.86,1.83,1.04
CA-2014-115259,OFF-PA-10004965,RC-19960,3,0.2000,16.49,29.98,23.98,7.49,13.49,6.00,7.99,5.50,2.50
CA-2014-115336,OFF-BI-10001107,AB-10600,5,0.8000,38.37,72.40,14.48,-23.89,34.03,57.92,2.90,7.67,-4.78
CA-2014-115357,TEC-AC-10000023,RF-19735,3,0.0000,40.26,62.91,62.91,22.65,22.65,0.00,20.97,13.42,7.55
CA-2014-115791,FUR-FU-10001095,DL-13315,6,0.2000,98.50,158.88,127.10,28.60,60.37,31.78,21.18,16.42,4.77
CA-2014-115791,OFF-BI-10001575,DL-13315,2,0.7000,32.22,61.97,18.59,-13.63,29.75,43.38,9.30,16.11,-6.82
CA-2014-115791,OFF-LA-10001074,DL-13315,3,0.2000,19.92,37.59,30.07,10.15,17.67,7.52,10.02,6.64,3.38
CA-2014-115791,TEC-PH-10004614,DL-13315,3,0.4000,155.25,207.00,124.20,-31.05,51.75,82.80,41.40,51.75,-10.35
CA-2014-115812,FUR-FU-10001487,BH-11710,7,0.0000,34.69,48.86,48.86,14.17,14.17,0.00,6.98,4.96,2.02
CA-2014-115812,FUR-TA-10001539,BH-11710,9,0.2000,1620.87,2132.73,1706.18,85.31,511.85,426.55,189.58,180.10,9.48
CA-2014-115812,OFF-AP-10002892,BH-11710,5,0.0000,80.43,114.90,114.90,34.47,34.47,0.00,22.98,16.09,6.89
CA-2014-115812,OFF-AR-10002833,BH-11710,4,0.0000,5.31,7.28,7.28,1.97,1.97,0.00,1.82,1.33,0.49
CA-2014-115812,OFF-BI-10003910,BH-11710,3,0.2000,12.72,23.13,18.50,5.78,10.41,4.63,6.17,4.24,1.93
CA-2014-115812,TEC-PH-10002033,BH-11710,4,0.2000,843.06,1139.28,911.42,68.36,296.21,227.86,227.86,210.77,17.09
CA-2014-115812,TEC-PH-10002275,BH-11710,6,0.2000,816.43,1133.94,907.15,90.72,317.50,226.79,151.19,136.07,15.12
